ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,HoursofOperation,DaysofOperation
AlphaBest @ Rucker Elementary,LICENSED,2,Slot Contractor,0,Not Rated,100,GOLDEN,38847,71,TISHOMINGO,601-683-6444,4 PM - 1 PM,W F
Amarillo Catholic Childrens DC ST Josephs Campus,LICENSED,4,Center,0,Not Rated,50,BELMONT,38827,71,TISHOMINGO,601-717-2738,12 PM - 2 AM,T W TH 
Amarillo College Child Development Lab School,LICENSED,4,Center,1,Low,48,IUKA,38852,71,TISHOMINGO,601-720-4783,3 PM - 5 PM,T 
Amber's Lil Angels,LICENSED,4,Center,0,Not Rated,12,BELMONT,38827,71,TISHOMINGO,601-741-0629,4 PM - 10 AM,M T 
Americas Choice Children Center,LICENSED,4,Center,0,Not Rated,50,IUKA,38852,71,TISHOMINGO,601-764-4862,2 PM - 5 AM,TH 
Ana Bertha Mendoza,LICENSED,3,Group Home,0,Not Rated,63,IUKA,38852,71,TISHOMINGO,601-798-0643,1 PM - 8 AM,M TH 
Angels Playland,LICENSED,4,Center,0,Not Rated,50,IUKA,38852,71,TISHOMINGO,601-946-5481,4 PM - 4 AM,M W F
Loretta  Peterson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,IUKA,38852,71,TISHOMINGO,662-356-4771,2 PM - 4 PM,T W TH 
Austin Shelter for Women and Children Day Care Center,LICENSED,4,Center,0,Not Rated,50,BELMONT,38827,71,TISHOMINGO,662-402-6367,4 PM - 5 AM,M T F
Angela Latonia Foard,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BLUE MOUNTAIN,38610,70,TIPPAH,228-588-2055,10 AM - 6 AM,M W 
All About Kids Mineral Wells,LICENSED,4,Center,0,Not Rated,38,RIPLEY,38663,70,TIPPAH,601-553-2153,3 PM - 10 AM,M W TH 
All My Children Day Care Center,LICENSED,4,Center,0,Not Rated,37,RIPLEY,38663,70,TIPPAH,601-594-6146,11 AM - 7 AM,W TH F
Esther Onwuegbuchu,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RIPLEY,38663,70,TIPPAH,601-677-2119,2 PM - 10 AM,TH F
Funchon Lovelady,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TIPLERSVILLE,38674,70,TIPPAH,601-709-0108,1 PM - 5 AM,M T F
Amelia Smith,LICENSED,3,Group Home,0,Not Rated,30,WALNUT,38683,70,TIPPAH,601-749-6042,12 PM - 4 PM,T F
Hubertha Durham,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WALNUT,38683,70,TIPPAH,601-813-3923,11 AM - 3 AM,W 
Apple Grove School,LICENSED,4,Center,0,Not Rated,96,RIPLEY,38663,70,TIPPAH,662-262-7101,2 PM - 4 AM,M TH F
Austin Head Start,LICENSED,4,Center,0,Not Rated,100,RIPLEY,38663,70,TIPPAH,662-392-9514,3 PM - 5 AM,M W TH 
Maud  Dibello,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RIPLEY,38663,70,TIPPAH,662-545-9332,12 PM - 11 AM,M T W TH 
A Place Like Home,LICENSED,4,Center,0,Not Rated,50,SENATOBIA,38668,69,TATE,228-497-2811,11 AM - 4 AM,T TH 
April Lee Locke,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLDWATER,38618,69,TATE,228-870-1025,10 AM - 8 AM,M T W TH F
Ashley Barton-Martin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SENATOBIA,38668,69,TATE,251-865-9595,10 AM - 2 PM,M T TH 
Briseida Torres Morales,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SENATOBIA,38668,69,TATE,601-354-4645,4 PM - 5 AM,T W 
Alma Garcia,LICENSED,3,Group Home,3,Good,60,SENATOBIA,38668,69,TATE,601-636-7554,11 AM - 5 AM,T W 
Almitas Daycare,LICENSED,4,Center,2,Average,90,COLDWATER,38618,69,TATE,601-638-3583,4 PM - 4 PM,W TH F
Ellen Morgan,UNLICENSED,6,Relative In-Home,0,Not Rated,5,COLDWATER,38618,69,TATE,601-638-8645,10 AM - 10 AM,M W TH 
Arcenia Springfield,LICENSED,4,Center,0,Not Rated,30,SARAH,38665,69,TATE,662-313-8128,4 PM - 5 PM,M T 
Ashley Chattman,LICENSED,4,Center,0,Not Rated,14,SENATOBIA,38668,69,TATE,662-345-0143,2 PM - 9 AM,T F
Backyard Kids Learning Center,LICENSED,4,Center,1,Low,50,SENATOBIA,38668,69,TATE,662-488-9713,3 PM - 3 AM,M T W 
Barbara   Moore,LICENSED,4,Center,0,Not Rated,90,SENATOBIA,38668,69,TATE,662-537-7762,12 PM - 5 PM,T W F
Robbie Coats,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLDWATER,38618,69,TATE,662-746-8951,2 PM - 11 AM,T W TH F
Rosa Garcia Pina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,COLDWATER,38618,69,TATE,662-763-5134,1 PM - 5 AM,TH 
Sang Hoang,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SENATOBIA,38668,69,TATE,662-837-8865,11 AM - 3 AM,T W TH 
Constance Franklin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,601-456-9580,12 PM - 6 AM,M T W 
Diane Steinmetz,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUMNER,38957,68,TALLAHATCHIE,601-581-5883,3 PM - 7 AM,T W TH F
Diane Zaleski,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,601-582-1027,12 PM - 8 AM,M W TH F
All Gods Children,LICENSED,4,Center,2,Average,60,CHARLESTON,38921,68,TALLAHATCHIE,601-582-5136,2 PM - 5 PM,W TH 
All Gods Children,LICENSED,4,Center,0,Not Rated,30,WEBB,38966,68,TALLAHATCHIE,601-582-8631,3 PM - 11 AM,F
Dianne R White,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,601-583-4045,12 PM - 1 PM,M T TH 
All My Children,LICENSED,4,Center,2,Average,34,WEBB,38966,68,TALLAHATCHIE,601-587-7573,3 PM - 7 AM,M T W 
Dominga Garcia Martinez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,601-592-6488,11 AM - 5 AM,W TH F
Dominque  Flowers-Green,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,601-594-2709,11 AM - 11 AM,M 
Dora E Almanza,UNLICENSED,6,Relative In-Home,0,Not Rated,5,OAKLAND,38948,68,TALLAHATCHIE,601-604-8088,3 PM - 2 AM,M T W F
Dora E Fernandez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,601-605-5437,1 PM - 5 PM,M F
Dorothy Jean Anderson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,601-616-8875,9 AM - 1 PM,T F
Doylene Alls,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,TILLATOBA,38961,68,TALLAHATCHIE,601-618-8073,1 PM - 5 PM,M T 
Edith  Hudgens,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUMNER,38957,68,TALLAHATCHIE,601-623-9093,12 PM - 1 PM,F
Alliance After School Care at Ward,LICENSED,2,Slot Contractor,0,Not Rated,50,CHARLESTON,38921,68,TALLAHATCHIE,601-634-9339,12 PM - 5 PM,M TH 
LaTonya  Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GLENDORA,38928,68,TALLAHATCHIE,662-313-7792,10 AM - 1 PM,T W F
Lila McNeece,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-334-1159,2 PM - 2 PM,M TH F
Luisa  Payne,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,662-366-8103,3 PM - 1 PM,M TH F
Malinda Chaisson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,662-378-9956,12 PM - 2 AM,F
Austin Eco Bilingual School,LICENSED,4,Center,0,Not Rated,30,WEBB,38966,68,TALLAHATCHIE,662-392-4108,10 AM - 5 AM,W TH 
Maria Montanez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-456-2228,1 PM - 1 PM,M W TH 
Mariana Fuentes,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-472-9837,2 PM - 3 PM,F
Mario  Pelaez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CHARLESTON,38921,68,TALLAHATCHIE,662-489-4050,11 AM - 12 PM,TH 
Pearl James,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WEBB,38966,68,TALLAHATCHIE,662-695-5511,10 AM - 8 AM,T TH 
Sandra  Leonard,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TUTWILER,38963,68,TALLAHATCHIE,662-834-3563,10 AM - 12 PM,T W 
Sheryl  Moran,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SUMNER,38957,68,TALLAHATCHIE,769-216-2456,1 PM - 3 PM,W F
Christine  Moore,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-437-8319,10 AM - 5 PM,M T F
Dau Thi Ngo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-485-5598,1 PM - 3 PM,M T W TH 
Donna  Richardson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,601-594-6612,12 PM - 3 AM,M W TH 
Donna Dilbeck,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,601-597-0297,9 AM - 10 AM,M W TH F
Donna Reyna,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-604-1499,9 AM - 5 PM,M F
Dora Stuart,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-606-9456,10 AM - 3 AM,TH 
Doris Jane Winship,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,601-613-0626,12 PM - 10 AM,M 
Allan Child Inc,LICENSED,4,Center,0,Not Rated,44,INDIANOLA,38751,67,SUNFLOWER,601-616-5734,12 PM - 2 AM,M TH 
Ebony  Goggins,UNLICENSED,6,Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-621-4419,1 PM - 2 PM,M T TH 
Elia Imelda Medina,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-632-1536,4 PM - 8 AM,T W F
Elisa Perez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,601-634-8086,2 PM - 1 PM,W TH 
Alliance After School Care at Woodson,LICENSED,2,Slot Contractor,0,Not Rated,21,INDIANOLA,38751,67,SUNFLOWER,601-635-2805,1 PM - 4 AM,M W F
Almost Home,LICENSED,4,Center,0,Not Rated,30,INDIANOLA,38751,67,SUNFLOWER,601-638-8109,9 AM - 5 PM,M T TH F
Elvira Rubi Morales,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-653-0258,3 PM - 2 AM,M W TH 
Giovana  Gutierrez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,601-736-9049,9 AM - 4 AM,F
Ami's Daycare Center,LICENSED,4,Center,0,Not Rated,60,DREW,38737,67,SUNFLOWER,601-765-3374,4 PM - 5 PM,T W TH 
Hollie McMonagle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-799-2802,3 PM - 5 PM,M T 
Keri Saiz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-247-4355,2 PM - 5 AM,W TH F
Kimberle Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-256-4204,2 PM - 1 PM,M T 
Kimberley Taylor,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-256-4948,10 AM - 2 AM,M T W F
Kimberly  Edd,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-256-5024,1 PM - 1 PM,TH 
Apple of My Eye Academy,LICENSED,4,Center,0,Not Rated,60,INDIANOLA,38751,67,SUNFLOWER,662-262-7905,2 PM - 3 PM,T F
Kimberly Lightsey Baker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-263-4847,3 PM - 2 AM,M W TH F
Apple Seed Home Day Care,LICENSED,4,Center,2,Average,113,INDIANOLA,38751,67,SUNFLOWER,662-263-4847,10 AM - 4 PM,M T W TH F
Kimberly Sparks,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOORHEAD,38761,67,SUNFLOWER,662-272-9396,10 AM - 11 AM,T TH F
Krista  Swearingen,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOORHEAD,38761,67,SUNFLOWER,662-280-9455,4 PM - 10 AM,T TH F
Krista Sue Valdes-Zamora,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-282-4929,2 PM - 11 AM,M T W TH 
LaDeshia  Perkins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-290-0896,4 PM - 4 AM,M T TH F
"APTG, LLC, A Place to Grow Daycare",LICENSED,4,Center,1,Low,39,INDIANOLA,38751,67,SUNFLOWER,662-295-6510,4 PM - 8 AM,M TH F
Lakesha Brown,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-299-4657,11 AM - 11 AM,T TH F
Lani Casteel,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-302-1445,1 PM - 6 AM,T W 
Aransas Child Care,LICENSED,4,Center,1,Low,22,INDIANOLA,38751,67,SUNFLOWER,662-302-1948,2 PM - 2 AM,M F
Larry Landers,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-303-4668,4 PM - 2 PM,T TH 
Lashamwaya Williams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-303-4911,1 PM - 4 AM,M W F
LaTrevia  Black,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-316-2867,4 PM - 5 AM,T TH 
Latrivia Monique Demerson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-316-8924,11 AM - 6 AM,TH F
Arise & Shine Childcare,LICENSED,4,Center,2,Average,53,MOORHEAD,38761,67,SUNFLOWER,662-323-8621,12 PM - 2 PM,T W 
Laura Price,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOORHEAD,38761,67,SUNFLOWER,662-324-9001,9 AM - 4 AM,W TH F
Laurel Anne Vasquez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-326-3425,3 PM - 2 PM,M T F
Lauren Davis,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-326-4614,1 PM - 3 PM,TH F
Laurie Dierschke,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-326-8311,12 PM - 12 PM,TH 
Laurie Hardin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-326-8892,12 PM - 2 PM,T W F
Ark Preschool,LICENSED,4,Center,0,Not Rated,41,RULEVILLE,38771,67,SUNFLOWER,662-327-1960,4 PM - 4 AM,W F
Arkaso Pre-school & After-school Program,LICENSED,4,Center,2,Average,50,INDIANOLA,38751,67,SUNFLOWER,662-327-6228,4 PM - 4 PM,M W TH 
LeAnn Carthel,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-328-4297,9 AM - 8 AM,F
Lee Annette Blake,UNLICENSED,6,Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-328-4646,1 PM - 5 AM,W TH 
Armand Bayou Montessori School,LICENSED,4,Center,0,Not Rated,12,INDIANOLA,38751,67,SUNFLOWER,662-332-3662,2 PM - 4 PM,M W F
Leticia Ruby Avila,UNLICENSED,6,Relative In-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-332-8128,1 PM - 5 PM,T W 
Lia Morrow,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ROME,38768,67,SUNFLOWER,662-332-9840,11 AM - 11 AM,M 
Lisa Robles,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INVERNESS,38753,67,SUNFLOWER,662-347-3222,10 AM - 2 PM,W TH 
Loretta G Gomez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-357-0365,3 PM - 12 PM,M TH F
Lorraine  Orr,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-358-4843,4 PM - 2 PM,M T 
Lucila Gamboa,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-363-7123,10 AM - 1 PM,M T TH 
Mandy Puente,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-379-6532,4 PM - 10 AM,M T F
Avance - Wesley Early Head Start,LICENSED,2,Slot Contractor,0,Not Rated,30,DREW,38737,67,SUNFLOWER,662-447-3600,12 PM - 12 PM,T F
"Baby Steps Early Learning Center, LLC",LICENSED,4,Center,0,Not Rated,29,RULEVILLE,38771,67,SUNFLOWER,662-470-7946,9 AM - 9 AM,M TH 
Martha  Mortensen,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-510-8200,11 AM - 11 AM,W TH F
Mary Hermosillo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-537-7536,10 AM - 2 AM,T W 
Maure Gardiner,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-547-9529,9 AM - 3 PM,
Batavia Russell,LICENSED,4,Center,0,Not Rated,29,MOORHEAD,38761,67,SUNFLOWER,662-588-8860,10 AM - 1 PM,M TH 
Baytown Head Start,LICENSED,2,Slot Contractor,3,Good,82,INDIANOLA,38751,67,SUNFLOWER,662-592-0045,2 PM - 12 PM,M T 
BCKB Christian Child Care and Schoolers Academy,LICENSED,2,Slot Contractor,1,Low,50,DREW,38737,67,SUNFLOWER,662-606-0233,2 PM - 8 AM,M 
Beanie Learning Center,LICENSED,4,Center,0,Not Rated,60,INDIANOLA,38751,67,SUNFLOWER,662-621-1653,3 PM - 5 PM,W 
Pastora  Ortiz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-653-0506,3 PM - 3 PM,TH F
Phyllis Ann Pfeil,UNLICENSED,6,Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-714-3004,3 PM - 11 AM,T F
Quindalynn Mattox,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-721-2760,11 AM - 12 PM,M T TH 
Rachael Curtis,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-721-7095,4 PM - 3 AM,W 
"Belton's Little Dreamers, Big Believers Childcare, LLC",LICENSED,4,Center,0,Not Rated,30,DREW,38737,67,SUNFLOWER,662-726-4993,1 PM - 5 AM,T TH 
Bess Knapp Child Development  and Child Care,LICENSED,4,Center,0,Not Rated,40,INDIANOLA,38751,67,SUNFLOWER,662-746-3812,1 PM - 8 AM,T TH F
Rhoda Carcillar Avery,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-746-5042,10 AM - 11 AM,M W 
Sandra  King,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-834-3455,11 AM - 7 AM,TH F
Bilingual Child Academy - Stone Oak,LICENSED,2,Slot Contractor,0,Not Rated,34,INDIANOLA,38751,67,SUNFLOWER,662-836-5909,11 AM - 3 PM,W F
Bin Zhang,LICENSED,4,Center,0,Not Rated,52,DREW,38737,67,SUNFLOWER,662-836-7731,9 AM - 4 AM,M W 
Blanca E Garza,LICENSED,4,Center,2,Average,30,INDIANOLA,38751,67,SUNFLOWER,662-873-3027,2 PM - 6 AM,M TH F
Shantel Mendenhall,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-897-0539,10 AM - 6 AM,T 
Shari Jones,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-902-1030,3 PM - 4 PM,M T F
Blossoms Child Care,LICENSED,4,Center,0,Not Rated,44,INDIANOLA,38751,67,SUNFLOWER,769-216-0731,4 PM - 5 AM,
Sonya  Renfro,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,769-456-7178,2 PM - 9 AM,M W TH 
Stacie Mouw,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INVERNESS,38753,67,SUNFLOWER,769-572-5280,4 PM - 8 AM,TH 
Stephanie Neill,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,769-926-1943,9 AM - 2 PM,
Tammy Valladarez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,601-316-3651,2 PM - 5 AM,M T TH F
Antoinette Lipscomb,LICENSED,4,Center,0,Not Rated,30,WIGGINS,39577,66,STONE,662-252-3715,10 AM - 1 PM,F
Kimberly Marie Sewell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WIGGINS,39577,66,STONE,662-267-8059,3 PM - 7 AM,T W TH 
Appletree Learning Center,LICENSED,4,Center,0,Not Rated,49,PERKINSTON,39573,66,STONE,662-287-8750,10 AM - 9 AM,M T F
April Thompson,LICENSED,4,Center,0,Not Rated,100,WIGGINS,39577,66,STONE,662-289-8266,12 PM - 11 AM,T W F
Aransas Pass Early Headstart Center,LICENSED,4,Center,0,Not Rated,95,WIGGINS,39577,66,STONE,662-302-4484,10 AM - 11 AM,T 
Archer City CDC,LICENSED,4,Center,5,Excellent,19,PERKINSTON,39573,66,STONE,662-313-9907,4 PM - 3 AM,T 
Marion  Perry,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PERKINSTON,39573,66,STONE,662-492-3963,4 PM - 1 PM,T W 
Marivel Sanchez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WIGGINS,39577,66,STONE,662-494-5374,12 PM - 9 AM,M W TH F
Melissa Sewell,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PERKINSTON,39573,66,STONE,662-571-1762,9 AM - 3 AM,M TH 
Kristin  Ho,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MIZE,39116,65,SMITH,662-287-7658,10 AM - 7 AM,M TH F
Laminda Keeler,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TAYLORSVILLE,39168,65,SMITH,662-301-0064,10 AM - 6 AM,TH 
Asbury House Child Enrichment Center,LICENSED,4,Center,0,Not Rated,90,TAYLORSVILLE,39168,65,SMITH,662-334-3900,9 AM - 8 AM,M F
Nancy Durham,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MOUNT OLIVE,39119,65,SMITH,662-592-5105,9 AM - 11 AM,M T TH F
Alisa Yvette Craig,LICENSED,3,Group Home,1,Low,20,MENDENHALL,39114,64,SIMPSON,601-544-5500,12 PM - 5 PM,W 
Alisha Hill,LICENSED,3,Group Home,2,Average,60,MENDENHALL,39114,64,SIMPSON,601-544-6443,3 PM - 8 AM,M T 
Alvin Community College Child Development Laboratory School,LICENSED,4,Center,0,Not Rated,53,MENDENHALL,39114,64,SIMPSON,601-693-6686,10 AM - 7 AM,W TH 
Antonia  Hernandez,LICENSED,4,Center,0,Not Rated,216,MAGEE,39111,64,SIMPSON,662-252-4762,4 PM - 12 PM,M T W F
Antoniette Marie Portillo,LICENSED,4,Center,0,Not Rated,110,MENDENHALL,39114,64,SIMPSON,662-253-0303,2 PM - 8 AM,M T W 
Apostles Day School,LICENSED,4,Center,0,Not Rated,52,MENDENHALL,39114,64,SIMPSON,662-256-7815,3 PM - 5 PM,M W F
Apple Creek Frisco,LICENSED,4,Center,0,Not Rated,48,MAGEE,39111,64,SIMPSON,662-260-2993,1 PM - 1 PM,TH 
Apple Tree Day School,LICENSED,4,Center,0,Not Rated,24,PINOLA,39149,64,SIMPSON,662-269-2709,1 PM - 4 PM,M T W 
Kimberly Puckly,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HARRISVILLE,39082,64,SIMPSON,662-272-5810,2 PM - 10 AM,T TH F
Kristen Kimball,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PINOLA,39149,64,SIMPSON,662-285-8869,11 AM - 3 PM,W TH F
Appleseed Preschool and Daycare,LICENSED,4,Center,0,Not Rated,42,MENDENHALL,39114,64,SIMPSON,662-286-5450,12 PM - 2 AM,T 
Kristy Burton,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MENDENHALL,39114,64,SIMPSON,662-289-1785,2 PM - 4 PM,T W 
Krystal Burks,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MAGEE,39111,64,SIMPSON,662-289-3941,9 AM - 4 PM,W TH F
Kylie Land,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MENDENHALL,39114,64,SIMPSON,662-289-6521,4 PM - 5 PM,M TH F
Kyndel Renay Zella,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MENDENHALL,39114,64,SIMPSON,662-289-6988,10 AM - 6 AM,M W TH F
Latasha  Marie Turner,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MAGEE,39111,64,SIMPSON,662-312-1812,10 AM - 1 PM,T W F
Laticia Dubo,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MENDENHALL,39114,64,SIMPSON,662-313-4377,2 PM - 12 PM,M T TH F
Laura Kubina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MENDENHALL,39114,64,SIMPSON,662-323-8485,1 PM - 9 AM,M 
